"State","year","X","UR","rpci","rtw","dem_leg","rep_leg","bi_leg","UD","Ag","Cl","Man","Pro","Prof","Sale","Serv","fr","stid"
"Pennsylvania",1994,2170,19.8,22616,0,0,1,0,21.3,NA,NA,NA,NA,NA,NA,NA,1.07575757575758,38
"Pennsylvania",1995,2169,19.1,23583,0,0,1,0,20.9,NA,NA,NA,NA,NA,NA,NA,1.09424083769633,38
"Pennsylvania",1996,2168,17.8,24743,0,0,1,0,19.7,NA,NA,NA,NA,NA,NA,NA,1.10674157303371,38
"Pennsylvania",1997,2167,17.2,25967,0,0,1,0,18.3,"0.0095",0.1763,0.0676,0.2612,0.2102,0.1168,0.1584,1.06395348837209,38
"Pennsylvania",1998,2166,16.5,27336,0,0,1,0,17.9,"0.0055",0.212,0.0663,0.1527,0.2026,0.2686,0.0922,1.08484848484848,38
"Pennsylvania",1999,2165,17.4,28489,0,0,1,0,18.7,NA,NA,NA,NA,NA,NA,NA,1.07471264367816,38
"Pennsylvania",2000,2164,17,30443,0,0,1,0,18,NA,NA,NA,NA,NA,NA,NA,1.05882352941176,38
"Pennsylvania",2001,2163,17.2,31634,0,0,1,0,18.5,NA,NA,NA,NA,NA,NA,NA,1.07558139534884,38
"Pennsylvania",2002,2162,15.8,32133,0,0,1,0,16.8,NA,NA,NA,NA,NA,NA,NA,1.06329113924051,38
"Pennsylvania",2003,2161,15.1,33170,0,0,1,0,16.1,NA,NA,NA,NA,NA,NA,NA,1.06622516556291,38
"Pennsylvania",2004,2160,15.1,34984,0,0,1,0,16,NA,NA,NA,NA,NA,NA,NA,1.05960264900662,38
"Pennsylvania",2005,2159,13.9,36410,0,0,1,0,15.1,NA,NA,NA,NA,NA,NA,NA,1.0863309352518,38
"Pennsylvania",2006,2158,13.7,38109,0,0,1,0,14.8,NA,NA,NA,NA,NA,NA,NA,1.08029197080292,38
"Pennsylvania",2007,2157,15.2,40337,0,0,1,0,16.7,NA,NA,NA,NA,NA,NA,NA,1.09868421052632,38
"Pennsylvania",2008,2156,15.5,41728,0,0,0,1,16.5,NA,NA,NA,NA,NA,NA,NA,1.06451612903226,38
"Pennsylvania",2009,2155,15.1,40530,0,0,0,1,16.3,NA,NA,NA,NA,NA,NA,NA,1.0794701986755,38
"Pennsylvania",2010,2154,14.8,42251,0,0,0,1,16,NA,NA,NA,NA,NA,NA,NA,1.08108108108108,38
"Pennsylvania",2011,2153,14.7,44211,0,0,0,1,15.9,NA,NA,NA,NA,NA,NA,NA,1.08163265306122,38
"Pennsylvania",2012,2152,13.6,45855,0,0,1,0,14.6,NA,NA,NA,NA,NA,NA,NA,1.07352941176471,38
"Pennsylvania",2013,2151,12.8,46213,0,0,1,0,13.8,NA,NA,NA,NA,NA,NA,NA,1.078125,38
"Pennsylvania",2014,2150,12.7,48063,0,0,1,0,13.7,NA,NA,NA,NA,NA,NA,NA,1.07874015748032,38
"Rhode Island",1979,2240,22.8,0,0,1,0,0,24.4,NA,NA,NA,NA,NA,NA,NA,1.07017543859649,39
"Rhode Island",1980,2239,24.2,0,0,1,0,0,26.3,NA,NA,NA,NA,NA,NA,NA,1.08677685950413,39
"Rhode Island",1981,2238,24.7,0,0,1,0,0,25.5,NA,NA,NA,NA,NA,NA,NA,1.03238866396761,39
"Rhode Island",1982,2237,23.2,0,0,1,0,0,24.6,NA,NA,NA,NA,NA,NA,NA,1.06034482758621,39
"Rhode Island",1983,2236,21.6,0,0,1,0,0,23.6,NA,NA,NA,NA,NA,NA,NA,1.09259259259259,39
"Rhode Island",1984,2235,22.5,0,0,1,0,0,24.5,NA,NA,NA,NA,NA,NA,NA,1.08888888888889,39
"Rhode Island",1985,2234,21.2,0,0,1,0,0,22.9,NA,NA,NA,NA,NA,NA,NA,1.08018867924528,39
"Rhode Island",1986,2233,20.8,0,0,1,0,0,22,NA,NA,NA,NA,NA,NA,NA,1.05769230769231,39
"Rhode Island",1987,2232,21.3,0,0,1,0,0,22,NA,NA,NA,NA,NA,NA,NA,1.03286384976526,39
"Rhode Island",1988,2231,19.9,0,0,1,0,0,20.6,NA,NA,NA,NA,NA,NA,NA,1.03517587939698,39
"Rhode Island",1989,2230,18.8,0,0,1,0,0,19.5,NA,NA,NA,NA,NA,NA,NA,1.03723404255319,39
"Rhode Island",1990,2229,18.3,0,0,1,0,0,19.7,NA,NA,NA,NA,NA,NA,NA,1.07650273224044,39
"Rhode Island",1991,2228,20.8,0,0,1,0,0,22.1,NA,NA,NA,NA,NA,NA,NA,1.0625,39
"Rhode Island",1992,2227,19.8,0,0,1,0,0,21.6,NA,NA,NA,NA,NA,NA,NA,1.09090909090909,39
"Rhode Island",1993,2226,18.2,0,0,1,0,0,18.9,NA,NA,NA,NA,NA,NA,NA,1.03846153846154,39
"Rhode Island",1994,2225,16.4,0,0,1,0,0,17.7,NA,NA,NA,NA,NA,NA,NA,1.07926829268293,39
"Rhode Island",1995,2224,19.5,0,0,1,0,0,20.9,NA,NA,NA,NA,NA,NA,NA,1.07179487179487,39
"Rhode Island",1996,2223,19.2,0,0,1,0,0,20.3,NA,NA,NA,NA,NA,NA,NA,1.05729166666667,39
"Rhode Island",1997,2222,18.8,0,0,1,0,0,19.7,"0.0094",0.1675,0.0661,0.2407,0.2138,0.1181,0.1844,1.04787234042553,39
"Rhode Island",1998,2221,19.1,0,0,1,0,0,19.6,"0.0055",0.2088,0.0566,0.1411,0.2223,0.2636,0.102,1.0261780104712,39
"Rhode Island",1999,2220,17.9,0,0,1,0,0,19,NA,NA,NA,NA,NA,NA,NA,1.06145251396648,39
"Rhode Island",2000,2219,18.3,0,0,1,0,0,18.9,NA,NA,NA,NA,NA,NA,NA,1.0327868852459,39
"Rhode Island",2001,2218,17,0,0,1,0,0,17.5,NA,NA,NA,NA,NA,NA,NA,1.02941176470588,39
"Rhode Island",2002,2217,17.5,0,0,1,0,0,18.1,NA,NA,NA,NA,NA,NA,NA,1.03428571428571,39
"Rhode Island",2003,2216,17.1,0,0,1,0,0,17.6,NA,NA,NA,NA,NA,NA,NA,1.02923976608187,39
"Rhode Island",2004,2215,16.4,0,0,1,0,0,17,NA,NA,NA,NA,NA,NA,NA,1.03658536585366,39
"Rhode Island",2005,2214,16,0,0,1,0,0,16.9,NA,NA,NA,NA,NA,NA,NA,1.05625,39
"Rhode Island",2006,2213,15.4,0,0,1,0,0,16,NA,NA,NA,NA,NA,NA,NA,1.03896103896104,39
"Rhode Island",2007,2212,15,0,0,1,0,0,15.8,NA,NA,NA,NA,NA,NA,NA,1.05333333333333,39
"Rhode Island",2008,2211,16.6,0,0,1,0,0,17.4,NA,NA,NA,NA,NA,NA,NA,1.04819277108434,39
"Rhode Island",2009,2210,18,0,0,1,0,0,18.8,NA,NA,NA,NA,NA,NA,NA,1.04444444444444,39
"Rhode Island",2010,2209,16.4,0,0,1,0,0,17.5,NA,NA,NA,NA,NA,NA,NA,1.06707317073171,39
"Rhode Island",2011,2208,17.4,0,0,1,0,0,17.9,NA,NA,NA,NA,NA,NA,NA,1.02873563218391,39
"Rhode Island",2012,2207,17.9,0,0,1,0,0,18.5,NA,NA,NA,NA,NA,NA,NA,1.03351955307263,39
"Rhode Island",2013,2206,16.9,0,0,1,0,0,17.9,NA,NA,NA,NA,NA,NA,NA,1.05917159763314,39
"Rhode Island",2014,2205,15.1,0,0,1,0,0,15.8,NA,NA,NA,NA,NA,NA,NA,1.04635761589404,39
"Vermont",1979,2570,16,7940,0,0,1,0,17.1,NA,NA,NA,NA,NA,NA,NA,1.06875,45
"Vermont",1980,2569,14.5,8790,0,0,1,0,17.3,NA,NA,NA,NA,NA,NA,NA,1.19310344827586,45
"Vermont",1981,2568,21.7,9832,0,0,1,0,23.8,NA,NA,NA,NA,NA,NA,NA,1.09677419354839,45
"Vermont",1982,2567,17.3,10600,0,0,1,0,19.7,NA,NA,NA,NA,NA,NA,NA,1.13872832369942,45
"Vermont",1983,2566,12.9,11289,0,0,1,0,15.7,NA,NA,NA,NA,NA,NA,NA,1.21705426356589,45
"Vermont",1984,2565,11.5,12335,0,0,0,1,15.1,NA,NA,NA,NA,NA,NA,NA,1.31304347826087,45
"Vermont",1985,2564,13.2,13284,0,0,0,1,16.4,NA,NA,NA,NA,NA,NA,NA,1.24242424242424,45
"Vermont",1986,2563,11.3,14182,0,0,0,1,14.9,NA,NA,NA,NA,NA,NA,NA,1.31858407079646,45
"Vermont",1987,2562,11.3,15210,0,0,0,1,13.4,NA,NA,NA,NA,NA,NA,NA,1.1858407079646,45
"Vermont",1988,2561,10.8,16328,0,0,0,1,14.4,NA,NA,NA,NA,NA,NA,NA,1.33333333333333,45
"Vermont",1989,2560,12.1,17782,0,0,0,1,15.5,NA,NA,NA,NA,NA,NA,NA,1.28099173553719,45
"Vermont",1990,2559,12.9,18233,0,0,0,1,15.4,NA,NA,NA,NA,NA,NA,NA,1.1937984496124,45
"Vermont",1991,2558,11.9,18465,0,0,0,1,14.8,NA,NA,NA,NA,NA,NA,NA,1.2436974789916,45
"Vermont",1992,2557,10.8,19627,0,0,0,1,13.4,NA,NA,NA,NA,NA,NA,NA,1.24074074074074,45
"Vermont",1993,2556,10.1,20218,0,0,0,1,12.2,NA,NA,NA,NA,NA,NA,NA,1.20792079207921,45
"Vermont",1994,2555,9.6,20977,0,0,0,1,11.4,NA,NA,NA,NA,NA,NA,NA,1.1875,45
"Vermont",1995,2554,9.5,21885,0,0,0,1,11.8,NA,NA,NA,NA,NA,NA,NA,1.24210526315789,45
"Vermont",1996,2553,9.9,22883,0,0,0,1,11.5,NA,NA,NA,NA,NA,NA,NA,1.16161616161616,45
"Vermont",1997,2552,8.6,23999,0,0,0,1,10.1,"0.0120",0.1603,0.0526,0.2351,0.2314,0.1252,0.1833,1.17441860465116,45
"Vermont",1998,2551,9.5,25693,0,1,0,0,11.1,"0.0066",0.1931,0.0598,0.1387,0.2393,0.2622,0.1004,1.16842105263158,45
"Vermont",1999,2550,9.7,26963,0,1,0,0,10.9,NA,NA,NA,NA,NA,NA,NA,1.12371134020619,45
"Vermont",2000,2549,10.4,29014,0,0,0,1,12.5,NA,NA,NA,NA,NA,NA,NA,1.20192307692308,45
"Vermont",2001,2548,10.9,30716,0,0,0,1,12.5,NA,NA,NA,NA,NA,NA,NA,1.14678899082569,45
"Vermont",2002,2547,9.7,31217,0,0,0,1,11.1,NA,NA,NA,NA,NA,NA,NA,1.14432989690722,45
"Vermont",2003,2546,9.8,32338,0,0,0,1,11.8,NA,NA,NA,NA,NA,NA,NA,1.20408163265306,45
"Vermont",2004,2545,10,34087,0,1,0,0,11.6,NA,NA,NA,NA,NA,NA,NA,1.16,45
"Vermont",2005,2544,11,34878,0,1,0,0,13.2,NA,NA,NA,NA,NA,NA,NA,1.2,45
"Vermont",2006,2543,11.2,37008,0,1,0,0,13,NA,NA,NA,NA,NA,NA,NA,1.16071428571429,45
"Vermont",2007,2542,10.5,38944,0,1,0,0,12.3,NA,NA,NA,NA,NA,NA,NA,1.17142857142857,45
"Vermont",2008,2541,10.5,41022,0,1,0,0,13.1,NA,NA,NA,NA,NA,NA,NA,1.24761904761905,45
"Vermont",2009,2540,12.5,40479,0,1,0,0,14.3,NA,NA,NA,NA,NA,NA,NA,1.144,45
"Vermont",2010,2539,12,41733,0,1,0,0,13.8,NA,NA,NA,NA,NA,NA,NA,1.15,45
"Vermont",2011,2538,12.2,43982,0,1,0,0,13.7,NA,NA,NA,NA,NA,NA,NA,1.12295081967213,45
"Vermont",2012,2537,10.9,45277,0,1,0,0,13.3,NA,NA,NA,NA,NA,NA,NA,1.22018348623853,45
"Vermont",2013,2536,11.1,45770,0,1,0,0,13.4,NA,NA,NA,NA,NA,NA,NA,1.20720720720721,45
"Vermont",2014,2535,11.2,47641,0,1,0,0,13.3,NA,NA,NA,NA,NA,NA,NA,1.1875,45
"Washington",1979,2680,34.7,10156,0,0,0,1,39.5,NA,NA,NA,NA,NA,NA,NA,1.13832853025937,47
"Washington",1980,2679,32.9,11130,0,0,1,0,35.7,NA,NA,NA,NA,NA,NA,NA,1.08510638297872,47
"Washington",1981,2678,31.5,12133,0,0,1,0,37.7,NA,NA,NA,NA,NA,NA,NA,1.1968253968254,47
"Washington",1982,2677,29.8,12769,0,1,0,0,35.5,NA,NA,NA,NA,NA,NA,NA,1.19127516778523,47
"Washington",1983,2676,28.1,13553,0,1,0,0,33.4,NA,NA,NA,NA,NA,NA,NA,1.18861209964413,47
"Washington",1984,2675,26.3,14373,0,1,0,0,31.1,NA,NA,NA,NA,NA,NA,NA,1.18250950570342,47
"Washington",1985,2674,25.6,15085,0,1,0,0,29.6,NA,NA,NA,NA,NA,NA,NA,1.15625,47
"Washington",1986,2673,27,15917,0,1,0,0,31.8,NA,NA,NA,NA,NA,NA,NA,1.17777777777778,47
"Washington",1987,2672,23.9,16556,0,1,0,0,27.4,NA,NA,NA,NA,NA,NA,NA,1.14644351464435,47
"Washington",1988,2671,24.6,17613,0,0,0,1,29,NA,NA,NA,NA,NA,NA,NA,1.17886178861789,47
"Washington",1989,2670,23.4,19028,0,0,0,1,26.9,NA,NA,NA,NA,NA,NA,NA,1.14957264957265,47
"Washington",1990,2669,23.1,20222,0,0,0,1,26.4,NA,NA,NA,NA,NA,NA,NA,1.14285714285714,47
"Washington",1991,2668,23.2,21129,0,0,0,1,26.1,NA,NA,NA,NA,NA,NA,NA,1.125,47
"Washington",1992,2667,23.7,22237,0,1,0,0,26,NA,NA,NA,NA,NA,NA,NA,1.09704641350211,47
"Washington",1993,2666,24.2,22860,0,1,0,0,26.5,NA,NA,NA,NA,NA,NA,NA,1.09504132231405,47
"Washington",1994,2665,22.3,23600,0,0,0,1,25.6,NA,NA,NA,NA,NA,NA,NA,1.14798206278027,47
"Washington",1995,2664,21.3,24475,0,0,0,1,22.7,NA,NA,NA,NA,NA,NA,NA,1.06572769953052,47
"Washington",1996,2663,20.3,25898,0,0,0,1,22.3,NA,NA,NA,NA,NA,NA,NA,1.09852216748768,47
"Washington",1997,2662,21,27405,0,0,0,1,23.3,"0.0186",0.1644,0.0714,0.2298,0.2403,0.1188,0.1566,1.10952380952381,47
"Washington",1998,2661,21.8,29513,0,0,0,1,23.6,"0.0111",0.1969,0.0783,0.1332,0.2134,0.2702,0.0969,1.08256880733945,47
"Washington",1999,2660,21.1,30958,0,0,0,1,24.1,NA,NA,NA,NA,NA,NA,NA,1.14218009478673,47
"Washington",2000,2659,18.5,32723,0,0,0,1,20.3,NA,NA,NA,NA,NA,NA,NA,1.0972972972973,47
"Washington",2001,2658,18.8,33084,0,0,0,1,20.3,NA,NA,NA,NA,NA,NA,NA,1.07978723404255,47
"Washington",2002,2657,19,33212,0,0,0,1,20.5,NA,NA,NA,NA,NA,NA,NA,1.07894736842105,47
"Washington",2003,2656,19.9,34253,0,0,0,1,21,NA,NA,NA,NA,NA,NA,NA,1.05527638190955,47
"Washington",2004,2655,19.6,36378,0,1,0,0,20.5,NA,NA,NA,NA,NA,NA,NA,1.04591836734694,47
"Washington",2005,2654,19.3,37384,0,1,0,0,20.6,NA,NA,NA,NA,NA,NA,NA,1.06735751295337,47
"Washington",2006,2653,20.1,40027,0,1,0,0,21.3,NA,NA,NA,NA,NA,NA,NA,1.05970149253731,47
"Washington",2007,2652,20.4,42819,0,1,0,0,21.7,NA,NA,NA,NA,NA,NA,NA,1.06372549019608,47
"Washington",2008,2651,20.1,44241,0,1,0,0,21.8,NA,NA,NA,NA,NA,NA,NA,1.08457711442786,47
"Washington",2009,2650,20.6,41591,0,1,0,0,21.9,NA,NA,NA,NA,NA,NA,NA,1.0631067961165,47
"Washington",2010,2649,19.8,42348,0,1,0,0,21.7,NA,NA,NA,NA,NA,NA,NA,1.0959595959596,47
"Washington",2011,2648,19.3,44225,0,1,0,0,20.7,NA,NA,NA,NA,NA,NA,NA,1.07253886010363,47
"Washington",2012,2647,18.8,47320,0,1,0,0,19.8,NA,NA,NA,NA,NA,NA,NA,1.0531914893617,47
"Washington",2013,2646,19.2,47857,0,1,0,0,20,NA,NA,NA,NA,NA,NA,NA,1.04166666666667,47
"Washington",2014,2645,17.1,50890,0,0,0,0,18.7,NA,NA,NA,NA,NA,NA,NA,1.09356725146199,47
"Wisconsin",1979,2790,29.3,9172,0,1,0,0,32,NA,NA,NA,NA,NA,NA,NA,1.09215017064846,49
"Wisconsin",1980,2789,26.5,10034,0,1,0,0,30.2,NA,NA,NA,NA,NA,NA,NA,1.13962264150943,49
"Wisconsin",1981,2788,24.5,10920,0,1,0,0,27,NA,NA,NA,NA,NA,NA,NA,1.10204081632653,49
"Wisconsin",1982,2787,24.4,11517,0,1,0,0,27.2,NA,NA,NA,NA,NA,NA,NA,1.11475409836066,49
"Wisconsin",1983,2786,24.2,12114,0,1,0,0,27.4,NA,NA,NA,NA,NA,NA,NA,1.13223140495868,49
"Wisconsin",1984,2785,25,13285,0,1,0,0,27.5,NA,NA,NA,NA,NA,NA,NA,1.1,49
"Wisconsin",1985,2784,22.8,13960,0,1,0,0,24.3,NA,NA,NA,NA,NA,NA,NA,1.06578947368421,49
"Wisconsin",1986,2783,23.2,14702,0,1,0,0,24.6,NA,NA,NA,NA,NA,NA,NA,1.06034482758621,49
"Wisconsin",1987,2782,21.9,15445,0,1,0,0,23.2,NA,NA,NA,NA,NA,NA,NA,1.05936073059361,49
"Wisconsin",1988,2781,22.2,16269,0,1,0,0,23.2,NA,NA,NA,NA,NA,NA,NA,1.04504504504505,49
"Wisconsin",1989,2780,21.1,17612,0,1,0,0,22.5,NA,NA,NA,NA,NA,NA,NA,1.06635071090047,49
"Wisconsin",1990,2779,20.9,18438,0,1,0,0,21.9,NA,NA,NA,NA,NA,NA,NA,1.04784688995215,49
"Wisconsin",1991,2778,21.1,18936,0,1,0,0,22.6,NA,NA,NA,NA,NA,NA,NA,1.07109004739336,49
"Wisconsin",1992,2777,20.3,20179,0,1,0,0,21.8,NA,NA,NA,NA,NA,NA,NA,1.07389162561576,49
"Wisconsin",1993,2776,19.8,20986,0,1,0,0,21.1,NA,NA,NA,NA,NA,NA,NA,1.06565656565657,49
"Wisconsin",1994,2775,18.6,22088,0,0,0,1,19.7,NA,NA,NA,NA,NA,NA,NA,1.05913978494624,49
"Wisconsin",1995,2774,17.8,23015,0,0,0,1,19.3,NA,NA,NA,NA,NA,NA,NA,1.08426966292135,49
"Wisconsin",1996,2773,19.2,24129,0,0,0,1,20.1,NA,NA,NA,NA,NA,NA,NA,1.046875,49
"Wisconsin",1997,2772,19.1,25429,0,0,0,1,20.3,"0.0099",0.1585,0.0677,0.3044,0.1875,0.1107,0.1612,1.06282722513089,49
"Wisconsin",1998,2771,18.9,27031,0,0,0,1,19.8,"0.0058",0.2315,0.0632,0.1837,0.176,0.2462,0.0937,1.04761904761905,49
"Wisconsin",1999,2770,18.2,27933,0,0,0,1,19.1,NA,NA,NA,NA,NA,NA,NA,1.04945054945055,49
"Wisconsin",2000,2769,17.9,29556,0,0,0,1,19,NA,NA,NA,NA,NA,NA,NA,1.06145251396648,49
"Wisconsin",2001,2768,16.6,30841,0,0,0,1,17.8,NA,NA,NA,NA,NA,NA,NA,1.07228915662651,49
"Wisconsin",2002,2767,15.8,31425,0,0,1,0,16.6,NA,NA,NA,NA,NA,NA,NA,1.05063291139241,49
"Wisconsin",2003,2766,16,32148,0,0,1,0,16.9,NA,NA,NA,NA,NA,NA,NA,1.05625,49
"Wisconsin",2004,2765,16.1,33424,0,0,1,0,17,NA,NA,NA,NA,NA,NA,NA,1.05590062111801,49
"Wisconsin",2005,2764,16.2,34447,0,0,1,0,17.3,NA,NA,NA,NA,NA,NA,NA,1.0679012345679,49
"Wisconsin",2006,2763,15,36338,0,0,0,1,16.2,NA,NA,NA,NA,NA,NA,NA,1.08,49
"Wisconsin",2007,2762,14.4,37816,0,0,0,1,15.5,NA,NA,NA,NA,NA,NA,NA,1.07638888888889,49
"Wisconsin",2008,2761,15.1,39055,0,1,0,0,16.1,NA,NA,NA,NA,NA,NA,NA,1.06622516556291,49
"Wisconsin",2009,2760,15.4,38182,0,1,0,0,16,NA,NA,NA,NA,NA,NA,NA,1.03896103896104,49
"Wisconsin",2010,2759,14.3,39175,0,1,0,0,15.3,NA,NA,NA,NA,NA,NA,NA,1.06993006993007,49
"Wisconsin",2011,2758,13.5,41209,0,1,0,0,14.3,NA,NA,NA,NA,NA,NA,NA,1.05925925925926,49
"Wisconsin",2012,2757,11.4,42944,0,0,1,0,12.1,NA,NA,NA,NA,NA,NA,NA,1.06140350877193,49
"Wisconsin",2013,2756,12.4,43050,0,0,1,0,13.2,NA,NA,NA,NA,NA,NA,NA,1.06451612903226,49
"Wisconsin",2014,2755,11.6,44709,0,0,1,0,12.5,NA,NA,NA,NA,NA,NA,NA,1.07758620689655,49
"Wyoming",1979,2845,20.8,10437,1,0,1,0,24,NA,NA,NA,NA,NA,NA,NA,1.15384615384615,50
"Wyoming",1980,2844,17.9,11612,1,0,1,0,22,NA,NA,NA,NA,NA,NA,NA,1.22905027932961,50
"Wyoming",1981,2843,19.6,12812,1,0,1,0,21.9,NA,NA,NA,NA,NA,NA,NA,1.11734693877551,50
"Wyoming",1982,2842,16.9,13066,1,0,1,0,19.3,NA,NA,NA,NA,NA,NA,NA,1.14201183431953,50
"Wyoming",1983,2841,14.3,12870,1,0,1,0,16.7,NA,NA,NA,NA,NA,NA,NA,1.16783216783217,50
"Wyoming",1984,2840,15.7,13581,1,0,1,0,19,NA,NA,NA,NA,NA,NA,NA,1.21019108280255,50
"Wyoming",1985,2839,14.1,14330,1,0,1,0,18.1,NA,NA,NA,NA,NA,NA,NA,1.28368794326241,50
"Wyoming",1986,2838,12,14387,1,0,1,0,14.6,NA,NA,NA,NA,NA,NA,NA,1.21666666666667,50
"Wyoming",1987,2837,14,14392,1,0,1,0,16.3,NA,NA,NA,NA,NA,NA,NA,1.16428571428571,50
"Wyoming",1988,2836,13.6,15056,1,0,1,0,16.8,NA,NA,NA,NA,NA,NA,NA,1.23529411764706,50
"Wyoming",1989,2835,13.1,16673,1,0,1,0,16.5,NA,NA,NA,NA,NA,NA,NA,1.25954198473282,50
"Wyoming",1990,2834,13.9,18147,1,0,1,0,17.4,NA,NA,NA,NA,NA,NA,NA,1.25179856115108,50
"Wyoming",1991,2833,12.7,18818,1,0,1,0,15.8,NA,NA,NA,NA,NA,NA,NA,1.24409448818898,50
"Wyoming",1992,2832,12.4,19583,1,0,1,0,15,NA,NA,NA,NA,NA,NA,NA,1.20967741935484,50
"Wyoming",1993,2831,11.2,20419,1,0,1,0,13.6,NA,NA,NA,NA,NA,NA,NA,1.21428571428571,50
"Wyoming",1994,2830,11.7,21034,1,0,1,0,14.8,NA,NA,NA,NA,NA,NA,NA,1.26495726495727,50
"Wyoming",1995,2829,11.5,21818,1,0,1,0,13.5,NA,NA,NA,NA,NA,NA,NA,1.17391304347826,50
"Wyoming",1996,2828,10,22693,1,0,1,0,11.9,NA,NA,NA,NA,NA,NA,NA,1.19,50
"Wyoming",1997,2827,9.5,24282,1,0,1,0,11.2,"0.0147",0.1455,0.0676,0.2764,0.1882,0.1096,0.198,1.17894736842105,50
"Wyoming",1998,2826,9.8,25755,1,0,1,0,11.6,"0.0087",0.1816,0.0642,0.167,0.2078,0.252,0.1188,1.18367346938776,50
"Wyoming",1999,2825,9.4,27518,1,0,1,0,11.2,NA,NA,NA,NA,NA,NA,NA,1.19148936170213,50
"Wyoming",2000,2824,8.5,29607,1,0,1,0,10.2,NA,NA,NA,NA,NA,NA,NA,1.2,50
"Wyoming",2001,2823,9.3,31347,1,0,1,0,11.3,NA,NA,NA,NA,NA,NA,NA,1.21505376344086,50
"Wyoming",2002,2822,7.9,31854,1,0,1,0,10,NA,NA,NA,NA,NA,NA,NA,1.26582278481013,50
"Wyoming",2003,2821,8,33686,1,0,1,0,9.9,NA,NA,NA,NA,NA,NA,NA,1.2375,50
"Wyoming",2004,2820,8.2,36065,1,0,1,0,10,NA,NA,NA,NA,NA,NA,NA,1.21951219512195,50
"Wyoming",2005,2819,8.1,39385,1,0,1,0,9.7,NA,NA,NA,NA,NA,NA,NA,1.19753086419753,50
"Wyoming",2006,2818,8.4,44492,1,0,1,0,10.2,NA,NA,NA,NA,NA,NA,NA,1.21428571428571,50
"Wyoming",2007,2817,8.1,46278,1,0,1,0,9.6,NA,NA,NA,NA,NA,NA,NA,1.18518518518519,50
"Wyoming",2008,2816,8,49746,1,0,1,0,9.1,NA,NA,NA,NA,NA,NA,NA,1.1375,50
"Wyoming",2009,2815,7.9,44564,1,0,1,0,8.5,NA,NA,NA,NA,NA,NA,NA,1.07594936708861,50
"Wyoming",2010,2814,7.4,46649,1,0,1,0,8.5,NA,NA,NA,NA,NA,NA,NA,1.14864864864865,50
"Wyoming",2011,2813,7.3,50783,1,0,1,0,8.5,NA,NA,NA,NA,NA,NA,NA,1.16438356164384,50
"Wyoming",2012,2812,6.9,54213,1,0,1,0,8.3,NA,NA,NA,NA,NA,NA,NA,1.20289855072464,50
"Wyoming",2013,2811,5.7,53776,1,0,1,0,6.5,NA,NA,NA,NA,NA,NA,NA,1.14035087719298,50
"Wyoming",2014,2810,6.8,57749,1,0,1,0,7.6,NA,NA,NA,NA,NA,NA,NA,1.11764705882353,50
